,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Date
4690518,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-08,-10.0,-2.0,7.0,-19.0,-7.0,4.0,2020-07-08
4690519,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-09,-8.0,4.0,29.0,-16.0,-6.0,3.0,2020-07-09
4690520,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-10,-8.0,8.0,32.0,-16.0,-6.0,2.0,2020-07-10
4690521,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-11,-6.0,7.0,59.0,-15.0,-10.0,2.0,2020-07-11
4690522,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-12,-6.0,5.0,49.0,-14.0,-11.0,2.0,2020-07-12
4690523,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-13,-10.0,-1.0,23.0,-16.0,-7.0,3.0,2020-07-13
4690524,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-14,-8.0,3.0,27.0,-16.0,-7.0,3.0,2020-07-14
4690525,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-15,-4.0,4.0,33.0,-14.0,-6.0,2.0,2020-07-15
4690526,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-16,-8.0,2.0,27.0,-15.0,-6.0,3.0,2020-07-16
4690527,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-17,-8.0,3.0,38.0,-15.0,-6.0,3.0,2020-07-17
4690528,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-18,-9.0,6.0,67.0,-12.0,-4.0,2.0,2020-07-18
4690529,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-19,-8.0,5.0,73.0,-8.0,-10.0,1.0,2020-07-19
4690530,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-20,-7.0,7.0,38.0,-15.0,-6.0,2.0,2020-07-20
4690531,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-21,-10.0,1.0,14.0,-15.0,-6.0,3.0,2020-07-21
4690532,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-22,2.0,6.0,21.0,-8.0,-5.0,2.0,2020-07-22
4690533,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-23,15.0,11.0,67.0,-15.0,-53.0,11.0,2020-07-23
4690534,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-24,6.0,7.0,108.0,-19.0,-54.0,12.0,2020-07-24
4690535,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-25,-7.0,6.0,90.0,-2.0,-16.0,2.0,2020-07-25
4690536,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-26,-9.0,2.0,66.0,-2.0,-11.0,1.0,2020-07-26
4690537,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-27,-9.0,1.0,20.0,-13.0,-7.0,2.0,2020-07-27
4690538,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-28,-8.0,4.0,31.0,-14.0,-7.0,2.0,2020-07-28
4690539,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-29,-7.0,1.0,37.0,-16.0,-7.0,3.0,2020-07-29
4690540,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-30,-7.0,7.0,33.0,-15.0,-6.0,3.0,2020-07-30
4690541,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-07-31,-10.0,4.0,32.0,-17.0,-5.0,3.0,2020-07-31
4690542,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-01,-10.0,13.0,63.0,-13.0,-2.0,1.0,2020-08-01
4690543,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-02,-8.0,4.0,67.0,-9.0,-9.0,1.0,2020-08-02
4690544,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-03,-8.0,2.0,38.0,-15.0,-8.0,2.0,2020-08-03
4690545,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-04,-7.0,6.0,23.0,-16.0,-9.0,3.0,2020-08-04
4690546,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-05,-5.0,6.0,26.0,-15.0,-9.0,3.0,2020-08-05
4690547,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-06,-6.0,5.0,18.0,-14.0,-9.0,4.0,2020-08-06
4690548,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-07,-6.0,4.0,20.0,-15.0,-10.0,4.0,2020-08-07
4690549,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-08,-5.0,9.0,76.0,-1.0,-8.0,1.0,2020-08-08
4690550,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-09,-1.0,8.0,96.0,13.0,-11.0,-1.0,2020-08-09
4690551,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-10,15.0,12.0,62.0,-22.0,-57.0,12.0,2020-08-10
4690552,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-11,6.0,12.0,60.0,-8.0,-23.0,4.0,2020-08-11
4690553,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-12,15.0,16.0,89.0,-4.0,-27.0,4.0,2020-08-12
4690554,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-13,19.0,21.0,102.0,0.0,-43.0,7.0,2020-08-13
4690555,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-14,10.0,12.0,63.0,-10.0,-49.0,10.0,2020-08-14
4690556,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-15,-3.0,10.0,64.0,-2.0,-38.0,4.0,2020-08-15
4690557,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-16,-10.0,2.0,75.0,5.0,-17.0,0.0,2020-08-16
4690558,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-17,-6.0,2.0,45.0,-13.0,-13.0,3.0,2020-08-17
4690559,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-18,-9.0,3.0,37.0,-14.0,-9.0,2.0,2020-08-18
4690560,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-19,-9.0,0.0,35.0,-15.0,-8.0,3.0,2020-08-19
4690561,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-20,-9.0,6.0,18.0,-17.0,-7.0,3.0,2020-08-20
4690562,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-21,-10.0,1.0,37.0,-16.0,-7.0,3.0,2020-08-21
4690563,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-22,-9.0,3.0,69.0,-12.0,-6.0,2.0,2020-08-22
4690564,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-23,-10.0,1.0,74.0,-8.0,-9.0,1.0,2020-08-23
4690565,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-24,-9.0,-1.0,39.0,-14.0,-7.0,2.0,2020-08-24
4690566,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-25,-6.0,7.0,32.0,-13.0,-7.0,2.0,2020-08-25
4690567,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-26,-6.0,2.0,36.0,-14.0,-7.0,2.0,2020-08-26
4690568,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-27,-8.0,5.0,31.0,-14.0,-7.0,3.0,2020-08-27
4690569,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-28,-9.0,3.0,34.0,-15.0,-7.0,3.0,2020-08-28
4690570,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-29,-11.0,2.0,27.0,-18.0,-6.0,3.0,2020-08-29
4690571,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-30,-15.0,-6.0,-19.0,-26.0,-13.0,5.0,2020-08-30
4690572,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-08-31,-9.0,0.0,26.0,-15.0,-6.0,2.0,2020-08-31
4690573,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-01,-9.0,7.0,24.0,-15.0,-6.0,2.0,2020-09-01
4690574,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-02,-10.0,-2.0,31.0,-16.0,-7.0,3.0,2020-09-02
4690575,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-03,-12.0,0.0,22.0,-15.0,-7.0,3.0,2020-09-03
4690576,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-04,-13.0,-2.0,22.0,-16.0,-7.0,3.0,2020-09-04
4690577,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-05,-10.0,4.0,42.0,-16.0,-6.0,2.0,2020-09-05
4690578,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-06,-9.0,1.0,64.0,-8.0,-9.0,1.0,2020-09-06
4690579,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-07,-11.0,-1.0,34.0,-14.0,-8.0,2.0,2020-09-07
4690580,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-08,-10.0,3.0,29.0,-12.0,-9.0,2.0,2020-09-08
4690581,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-09,-10.0,-1.0,34.0,-14.0,-8.0,2.0,2020-09-09
4690582,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-10,-9.0,5.0,10.0,-12.0,-7.0,3.0,2020-09-10
4690583,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-11,-10.0,0.0,30.0,-13.0,-7.0,2.0,2020-09-11
4690584,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-12,-7.0,3.0,47.0,-12.0,-10.0,2.0,2020-09-12
4690585,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-13,-9.0,-1.0,26.0,-11.0,-9.0,2.0,2020-09-13
4690586,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-14,-10.0,-4.0,27.0,-11.0,-6.0,2.0,2020-09-14
4690587,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-15,-8.0,3.0,29.0,-9.0,-6.0,1.0,2020-09-15
4690588,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-16,-8.0,-3.0,32.0,-10.0,-6.0,2.0,2020-09-16
4690589,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-17,-9.0,0.0,28.0,-10.0,-6.0,2.0,2020-09-17
4690590,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-18,-8.0,-1.0,10.0,-8.0,-7.0,2.0,2020-09-18
4690591,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-19,-4.0,7.0,82.0,11.0,-5.0,-2.0,2020-09-19
4690592,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-20,4.0,10.0,116.0,29.0,-5.0,-3.0,2020-09-20
4690593,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-21,23.0,9.0,112.0,-5.0,-57.0,8.0,2020-09-21
4690594,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-22,7.0,4.0,75.0,-13.0,-55.0,10.0,2020-09-22
4690595,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-23,-11.0,-1.0,25.0,-7.0,-5.0,2.0,2020-09-23
4690596,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-24,-9.0,2.0,30.0,-9.0,-4.0,2.0,2020-09-24
4690597,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-25,-9.0,5.0,19.0,-11.0,-5.0,2.0,2020-09-25
4690598,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-26,-9.0,3.0,21.0,-14.0,-4.0,3.0,2020-09-26
4690599,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-27,-7.0,4.0,40.0,-7.0,-5.0,2.0,2020-09-27
4690600,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-28,-7.0,2.0,25.0,-9.0,-5.0,1.0,2020-09-28
4690601,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-29,-7.0,5.0,29.0,-8.0,-5.0,1.0,2020-09-29
4690602,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-09-30,-5.0,6.0,27.0,-10.0,-3.0,1.0,2020-09-30
4690603,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-01,-10.0,6.0,13.0,-12.0,-3.0,2.0,2020-10-01
4690604,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-02,-12.0,-1.0,18.0,-12.0,-5.0,2.0,2020-10-02
4690605,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-03,-8.0,3.0,35.0,-12.0,-4.0,2.0,2020-10-03
4690606,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-04,-8.0,1.0,45.0,-4.0,-7.0,1.0,2020-10-04
4690607,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-05,-9.0,0.0,23.0,-10.0,-6.0,1.0,2020-10-05
4690608,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-06,-11.0,1.0,20.0,-9.0,-6.0,2.0,2020-10-06
4690609,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-07,-9.0,-2.0,27.0,-10.0,-5.0,1.0,2020-10-07
4690610,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-08,-10.0,0.0,27.0,-10.0,-5.0,1.0,2020-10-08
4690611,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-09,-9.0,0.0,37.0,-10.0,-5.0,1.0,2020-10-09
4690612,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-10,-5.0,8.0,54.0,-5.0,-7.0,1.0,2020-10-10
4690613,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-11,-4.0,4.0,67.0,1.0,-5.0,0.0,2020-10-11
4690614,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-12,-13.0,-5.0,14.0,-10.0,-6.0,2.0,2020-10-12
4690615,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-13,-10.0,1.0,24.0,-8.0,-6.0,2.0,2020-10-13
4690616,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-14,-9.0,-4.0,23.0,-10.0,-5.0,2.0,2020-10-14
4690617,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-15,-4.0,8.0,15.0,-8.0,-4.0,2.0,2020-10-15
4690618,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-16,-7.0,1.0,19.0,-8.0,-5.0,2.0,2020-10-16
4690619,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-17,-3.0,6.0,53.0,-2.0,-4.0,1.0,2020-10-17
4690620,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-18,-1.0,5.0,72.0,8.0,-5.0,0.0,2020-10-18
4690621,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-19,-8.0,-1.0,32.0,-7.0,-5.0,1.0,2020-10-19
4690622,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-20,-7.0,7.0,26.0,-6.0,-5.0,1.0,2020-10-20
4690623,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-21,-5.0,-1.0,34.0,-7.0,-5.0,1.0,2020-10-21
4690624,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-22,-7.0,2.0,22.0,-8.0,-4.0,2.0,2020-10-22
4690625,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-23,-11.0,-3.0,-6.0,-11.0,-6.0,3.0,2020-10-23
4690626,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-24,-2.0,6.0,27.0,-8.0,-7.0,2.0,2020-10-24
4690627,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-25,-1.0,5.0,32.0,-3.0,-6.0,1.0,2020-10-25
4690628,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-26,-7.0,0.0,23.0,-8.0,-5.0,1.0,2020-10-26
4690629,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-27,-8.0,3.0,23.0,-8.0,-5.0,1.0,2020-10-27
4690630,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-28,-6.0,0.0,25.0,-11.0,-4.0,1.0,2020-10-28
4690631,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-29,-8.0,0.0,8.0,-13.0,-4.0,2.0,2020-10-29
4690632,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-30,-9.0,2.0,6.0,-13.0,-3.0,2.0,2020-10-30
4690633,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-10-31,-6.0,4.0,31.0,-8.0,0.0,1.0,2020-10-31
4690634,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-01,-5.0,5.0,26.0,-7.0,-5.0,1.0,2020-11-01
4690635,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-02,-2.0,2.0,14.0,-12.0,-9.0,2.0,2020-11-02
4690636,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-03,5.0,3.0,20.0,-32.0,-53.0,14.0,2020-11-03
4690637,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-04,-15.0,-7.0,-5.0,-15.0,-4.0,3.0,2020-11-04
4690638,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-05,-12.0,2.0,5.0,-15.0,-4.0,3.0,2020-11-05
4690639,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-06,-14.0,-3.0,9.0,-17.0,-4.0,3.0,2020-11-06
4690640,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-07,-13.0,1.0,20.0,-20.0,-1.0,3.0,2020-11-07
4690641,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-08,-11.0,-1.0,15.0,-19.0,-7.0,3.0,2020-11-08
4690642,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-09,-19.0,-10.0,-11.0,-16.0,-6.0,4.0,2020-11-09
4690643,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-10,-13.0,5.0,-8.0,-13.0,-6.0,4.0,2020-11-10
4690644,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-11,-13.0,-4.0,-7.0,-15.0,-6.0,4.0,2020-11-11
4690645,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-12,-12.0,1.0,-2.0,-16.0,-5.0,4.0,2020-11-12
4690646,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-13,-17.0,-2.0,-7.0,-20.0,-6.0,5.0,2020-11-13
4690647,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-14,-14.0,1.0,-10.0,-27.0,-9.0,5.0,2020-11-14
4690648,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-15,-11.0,2.0,3.0,-23.0,-8.0,4.0,2020-11-15
4690649,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-16,-16.0,-5.0,-3.0,-19.0,-6.0,3.0,2020-11-16
4690650,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-17,-16.0,0.0,-2.0,-18.0,-6.0,4.0,2020-11-17
4690651,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-18,-17.0,-5.0,-3.0,-22.0,-6.0,4.0,2020-11-18
4690652,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-19,-21.0,-6.0,-22.0,-23.0,-6.0,6.0,2020-11-19
4690653,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-20,-17.0,5.0,-10.0,-23.0,-6.0,5.0,2020-11-20
4690654,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-21,-20.0,-2.0,-15.0,-29.0,-6.0,6.0,2020-11-21
4690655,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-22,-17.0,-4.0,-17.0,-30.0,-11.0,6.0,2020-11-22
4690656,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-23,-8.0,-5.0,-12.0,-45.0,-57.0,17.0,2020-11-23
4690657,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-24,-19.0,-3.0,-13.0,-21.0,-7.0,4.0,2020-11-24
4690658,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-25,-12.0,2.0,-4.0,-22.0,-5.0,4.0,2020-11-25
4690659,JP,Japan,Hokkaido,,,JP-01,,ChIJi4hsnyBZn18RjwPOT1bDPBw,2020-11-26,-17.0,-2.0,-14.0,-23.0,-5.0,5.0,2020-11-26
4691156,JP,Japan,Hyogo,,,JP-28,,ChIJoa4nX2HyVDURoQquLKTzHh8,2020-02-16,-11.0,-9.0,-48.0,-13.0,-2.0,3.0,2020-02-16
4691157,JP,Japan,Hyogo,,,JP-28,,ChIJoa4nX2HyVDURoQquLKTzHh8,2020-02-17,-2.0,1.0,-5.0,-1.0,1.0,1.0,2020-02-17
4691158,JP,Japan,Hyogo,,,JP-28,,ChIJoa4nX2HyVDURoQquLKTzHh8,2020-02-18,-2.0,3.0,3.0,-3.0,0.0,1.0,2020-02-18
4691159,JP,Japan,Hyogo,,,JP-28,,ChIJoa4nX2HyVDURoQquLKTzHh8,2020-02-19,0.0,1.0,8.0,-3.0,0.0,0.0,2020-02-19
