,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Date
4772226,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-01,-40.0,-3.0,-11.0,-35.0,-15.0,11.0,2020-03-01
4772227,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-02,-22.0,3.0,19.0,-19.0,-8.0,9.0,2020-03-02
4772228,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-03,-19.0,-3.0,10.0,-17.0,-8.0,8.0,2020-03-03
4772229,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-04,-29.0,-9.0,-12.0,-25.0,-9.0,10.0,2020-03-04
4772230,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-05,-27.0,-9.0,6.0,-23.0,-8.0,9.0,2020-03-05
4772231,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-06,-25.0,-6.0,11.0,-20.0,-8.0,10.0,2020-03-06
4772232,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-07,-30.0,-2.0,10.0,-24.0,-7.0,10.0,2020-03-07
4772233,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-08,-28.0,-13.0,54.0,-23.0,-14.0,8.0,2020-03-08
4772234,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-09,-17.0,5.0,32.0,-15.0,-5.0,8.0,2020-03-09
4772235,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-10,-24.0,-11.0,-28.0,-20.0,-8.0,9.0,2020-03-10
4772236,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-11,-23.0,-3.0,23.0,-18.0,-7.0,8.0,2020-03-11
4772237,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-12,-24.0,-3.0,23.0,-20.0,-7.0,8.0,2020-03-12
4772238,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-13,-24.0,-3.0,9.0,-19.0,-7.0,10.0,2020-03-13
4772239,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-14,-26.0,2.0,14.0,-20.0,-6.0,9.0,2020-03-14
4772240,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-15,-30.0,2.0,5.0,-29.0,-13.0,9.0,2020-03-15
4772241,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-16,-19.0,2.0,26.0,-17.0,-6.0,8.0,2020-03-16
4772242,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-17,-18.0,-3.0,16.0,-15.0,-6.0,7.0,2020-03-17
4772243,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-18,-21.0,0.0,48.0,-16.0,-6.0,8.0,2020-03-18
4772244,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-19,-29.0,-13.0,-16.0,-25.0,-7.0,10.0,2020-03-19
4772245,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-20,-21.0,0.0,31.0,-16.0,-6.0,9.0,2020-03-20
4772246,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-21,-24.0,5.0,45.0,-17.0,-5.0,8.0,2020-03-21
4772247,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-22,-23.0,-8.0,84.0,-18.0,-13.0,7.0,2020-03-22
4772248,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-23,-17.0,8.0,59.0,-14.0,-6.0,7.0,2020-03-23
4772249,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-24,-14.0,3.0,57.0,-11.0,-6.0,6.0,2020-03-24
4772250,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-25,-20.0,0.0,62.0,-14.0,-7.0,7.0,2020-03-25
4772251,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-26,-24.0,-4.0,27.0,-19.0,-7.0,8.0,2020-03-26
4772252,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-27,-21.0,0.0,34.0,-17.0,-7.0,9.0,2020-03-27
4772253,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-28,-24.0,4.0,42.0,-17.0,-7.0,8.0,2020-03-28
4772254,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-29,-22.0,12.0,86.0,-18.0,-12.0,6.0,2020-03-29
4772255,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-30,-16.0,6.0,69.0,-13.0,-6.0,7.0,2020-03-30
4772256,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-31,-9.0,4.0,69.0,-8.0,-5.0,6.0,2020-03-31
4772257,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-01,-19.0,1.0,52.0,-15.0,-7.0,8.0,2020-04-01
4772258,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-02,-20.0,-1.0,59.0,-15.0,-7.0,7.0,2020-04-02
4772259,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-03,-19.0,1.0,55.0,-13.0,-7.0,8.0,2020-04-03
4772260,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-04,-23.0,5.0,43.0,-16.0,-9.0,7.0,2020-04-04
4772261,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-05,-21.0,14.0,71.0,-17.0,-14.0,6.0,2020-04-05
4772262,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-06,-14.0,7.0,63.0,-11.0,-4.0,7.0,2020-04-06
4772263,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-07,-11.0,4.0,56.0,-8.0,-4.0,5.0,2020-04-07
4772264,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-08,-19.0,0.0,53.0,-14.0,-5.0,7.0,2020-04-08
4772265,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-09,-19.0,-1.0,48.0,-15.0,-5.0,7.0,2020-04-09
4772266,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-10,-17.0,4.0,45.0,-11.0,-6.0,7.0,2020-04-10
4772267,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-11,-18.0,12.0,49.0,-10.0,-7.0,6.0,2020-04-11
4772268,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-12,-21.0,-8.0,48.0,-17.0,-13.0,6.0,2020-04-12
4772269,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-13,-11.0,12.0,70.0,-9.0,-4.0,6.0,2020-04-13
4772270,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-14,-1.0,12.0,67.0,-2.0,-4.0,3.0,2020-04-14
4772271,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-15,-7.0,26.0,120.0,-21.0,-55.0,20.0,2020-04-15
4772272,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-16,-19.0,-1.0,55.0,-13.0,-4.0,6.0,2020-04-16
4772273,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-17,-23.0,-6.0,-5.0,-17.0,-6.0,10.0,2020-04-17
4772274,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-18,-14.0,10.0,78.0,-8.0,-4.0,5.0,2020-04-18
4772275,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-19,-25.0,3.0,-2.0,-23.0,-12.0,7.0,2020-04-19
4772276,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-20,-15.0,5.0,19.0,-12.0,-3.0,7.0,2020-04-20
4772277,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-21,-11.0,0.0,11.0,-9.0,-2.0,5.0,2020-04-21
4772278,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-22,-19.0,-5.0,1.0,-16.0,-4.0,7.0,2020-04-22
4772279,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-23,-16.0,0.0,22.0,-13.0,-2.0,6.0,2020-04-23
4772280,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-24,-14.0,3.0,25.0,-10.0,-2.0,6.0,2020-04-24
4772281,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-25,-14.0,11.0,40.0,-8.0,-3.0,5.0,2020-04-25
4772282,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-26,-8.0,1.0,91.0,-6.0,-8.0,4.0,2020-04-26
4772283,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-27,-7.0,13.0,54.0,-7.0,-1.0,5.0,2020-04-27
4772284,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-28,-2.0,10.0,59.0,-1.0,-1.0,3.0,2020-04-28
4772285,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-29,-2.0,18.0,66.0,0.0,-3.0,2.0,2020-04-29
4772286,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-30,-1.0,24.0,140.0,-17.0,-58.0,13.0,2020-04-30
4772287,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-01,-11.0,13.0,89.0,-22.0,-50.0,15.0,2020-05-01
4772288,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-02,-18.0,2.0,53.0,-11.0,-15.0,2.0,2020-05-02
4772289,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-03,-7.0,20.0,74.0,-5.0,-8.0,0.0,2020-05-03
4772290,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-04,11.0,30.0,90.0,-5.0,-20.0,6.0,2020-05-04
4772291,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-05,15.0,27.0,120.0,-19.0,-61.0,17.0,2020-05-05
4772292,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-06,-10.0,10.0,59.0,-5.0,0.0,3.0,2020-05-06
4772293,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-07,-7.0,8.0,59.0,-3.0,-1.0,3.0,2020-05-07
4772294,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-08,-7.0,7.0,36.0,-1.0,-1.0,3.0,2020-05-08
4772295,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-09,-20.0,-2.0,-34.0,-18.0,-7.0,7.0,2020-05-09
4772296,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-10,-9.0,0.0,48.0,-6.0,-6.0,3.0,2020-05-10
4772297,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-11,-5.0,15.0,52.0,-4.0,-1.0,4.0,2020-05-11
4772298,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-12,-3.0,10.0,47.0,-1.0,-1.0,3.0,2020-05-12
4772299,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-13,-9.0,8.0,64.0,-6.0,-2.0,4.0,2020-05-13
4772300,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-14,-10.0,8.0,60.0,-7.0,-2.0,4.0,2020-05-14
4772301,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-15,-19.0,-3.0,-16.0,-14.0,-5.0,8.0,2020-05-15
4772302,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-16,-12.0,13.0,37.0,-8.0,-4.0,5.0,2020-05-16
4772303,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-17,-4.0,28.0,82.0,-4.0,-4.0,3.0,2020-05-17
4772304,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-18,-14.0,1.0,11.0,-11.0,-3.0,6.0,2020-05-18
4772305,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-19,-4.0,9.0,27.0,-5.0,-3.0,5.0,2020-05-19
4772306,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-20,-7.0,13.0,67.0,-4.0,-3.0,3.0,2020-05-20
4772307,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-21,-7.0,8.0,65.0,-5.0,-3.0,3.0,2020-05-21
4772308,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-22,-9.0,7.0,49.0,-5.0,-3.0,4.0,2020-05-22
4772309,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-23,-8.0,14.0,72.0,-2.0,-2.0,2.0,2020-05-23
4772310,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-24,-7.0,3.0,55.0,-8.0,-6.0,4.0,2020-05-24
4772311,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-25,-2.0,19.0,69.0,-3.0,-2.0,3.0,2020-05-25
4772312,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-26,-2.0,8.0,33.0,-3.0,-1.0,3.0,2020-05-26
4772313,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-27,-6.0,11.0,73.0,-3.0,-2.0,2.0,2020-05-27
4772314,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-28,-9.0,8.0,61.0,-6.0,-1.0,3.0,2020-05-28
4772315,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-29,-9.0,9.0,57.0,-4.0,-2.0,4.0,2020-05-29
4772316,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-30,-11.0,11.0,57.0,-5.0,-3.0,3.0,2020-05-30
4772317,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-31,-8.0,23.0,58.0,-7.0,-5.0,3.0,2020-05-31
4772318,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-01,-4.0,19.0,70.0,-3.0,-1.0,3.0,2020-06-01
4772319,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-02,-8.0,7.0,29.0,-4.0,-1.0,3.0,2020-06-02
4772320,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-03,-9.0,11.0,60.0,-5.0,-2.0,3.0,2020-06-03
4772321,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-04,-11.0,6.0,47.0,-7.0,-2.0,3.0,2020-06-04
4772322,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-05,-9.0,10.0,53.0,-3.0,-3.0,3.0,2020-06-05
4772323,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-06,-13.0,10.0,53.0,-10.0,-17.0,4.0,2020-06-06
4772324,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-07,-8.0,23.0,57.0,-8.0,-6.0,2.0,2020-06-07
4772325,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-08,-5.0,16.0,60.0,-4.0,-1.0,3.0,2020-06-08
4772326,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-09,-2.0,10.0,48.0,-1.0,-1.0,2.0,2020-06-09
4772327,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-10,-13.0,0.0,17.0,-8.0,-2.0,4.0,2020-06-10
4772328,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-11,-8.0,9.0,46.0,-7.0,-1.0,3.0,2020-06-11
4772329,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-12,-9.0,8.0,49.0,-5.0,-3.0,4.0,2020-06-12
4772330,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-13,-10.0,10.0,31.0,-9.0,-5.0,4.0,2020-06-13
4772331,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-14,-7.0,0.0,53.0,-9.0,-7.0,3.0,2020-06-14
4772332,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-15,-2.0,19.0,69.0,-3.0,0.0,2.0,2020-06-15
4772333,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-16,0.0,11.0,55.0,0.0,0.0,1.0,2020-06-16
4772334,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-17,-8.0,10.0,57.0,-5.0,-1.0,3.0,2020-06-17
4772335,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-18,-9.0,5.0,56.0,-7.0,-1.0,2.0,2020-06-18
4772336,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-19,-8.0,7.0,51.0,-5.0,-2.0,3.0,2020-06-19
4772337,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-20,-11.0,7.0,48.0,-7.0,-6.0,2.0,2020-06-20
4772338,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-21,-8.0,18.0,47.0,-9.0,-6.0,1.0,2020-06-21
4772339,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-22,-5.0,13.0,52.0,-5.0,-2.0,3.0,2020-06-22
4772340,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-23,-1.0,11.0,51.0,0.0,-1.0,1.0,2020-06-23
4772341,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-24,-20.0,-9.0,-13.0,-14.0,-3.0,5.0,2020-06-24
4772342,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-25,-11.0,3.0,14.0,-10.0,-1.0,4.0,2020-06-25
4772343,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-26,-7.0,8.0,48.0,-4.0,-2.0,3.0,2020-06-26
4772344,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-27,-8.0,9.0,49.0,-5.0,-6.0,2.0,2020-06-27
4772345,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-28,-5.0,-3.0,53.0,-7.0,-8.0,1.0,2020-06-28
4772346,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-29,-6.0,12.0,33.0,-5.0,-1.0,3.0,2020-06-29
4772347,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-30,-3.0,6.0,11.0,-5.0,-1.0,3.0,2020-06-30
4772348,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-01,-7.0,11.0,60.0,-5.0,-1.0,3.0,2020-07-01
4772349,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-02,-7.0,6.0,53.0,-7.0,-1.0,2.0,2020-07-02
4772350,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-03,-8.0,6.0,44.0,-5.0,-2.0,3.0,2020-07-03
4772351,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-04,-9.0,9.0,54.0,-7.0,-7.0,2.0,2020-07-04
4772352,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-05,-6.0,21.0,60.0,-8.0,-7.0,1.0,2020-07-05
4772353,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-06,-3.0,13.0,64.0,-4.0,-2.0,2.0,2020-07-06
4772354,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-07,1.0,10.0,59.0,0.0,-1.0,1.0,2020-07-07
4772355,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-08,-7.0,5.0,56.0,-6.0,-1.0,2.0,2020-07-08
4772356,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-09,-7.0,4.0,45.0,-7.0,-1.0,2.0,2020-07-09
4772357,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-10,-9.0,6.0,42.0,-6.0,-2.0,4.0,2020-07-10
4772358,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-11,-8.0,10.0,54.0,-7.0,-7.0,2.0,2020-07-11
4772359,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-12,-11.0,-8.0,29.0,-12.0,-10.0,3.0,2020-07-12
4772360,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-13,-16.0,0.0,-17.0,-14.0,-4.0,6.0,2020-07-13
4772361,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-14,1.0,12.0,53.0,-2.0,-1.0,2.0,2020-07-14
4772362,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-15,-3.0,14.0,67.0,-5.0,-1.0,2.0,2020-07-15
4772363,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-16,-5.0,8.0,54.0,-7.0,-1.0,1.0,2020-07-16
4772364,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-17,-7.0,5.0,46.0,-6.0,-3.0,3.0,2020-07-17
4772365,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-18,-8.0,8.0,50.0,-8.0,-7.0,2.0,2020-07-18
4772366,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-19,-12.0,12.0,14.0,-18.0,-10.0,4.0,2020-07-19
4772367,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-20,-5.0,11.0,49.0,-8.0,-2.0,4.0,2020-07-20
4772368,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-21,3.0,9.0,57.0,-1.0,0.0,1.0,2020-07-21
4772369,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-22,-13.0,-3.0,14.0,-10.0,-3.0,4.0,2020-07-22
4772370,KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-07-23,-21.0,-16.0,-22.0,-17.0,-3.0,5.0,2020-07-23
